ISSUE_KEY,RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES_SEPARATED,CREATED_TIMESTAMP,COE_NAMES_SEPARATED_COPY,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,CASE WHEN HOUR_TO_COMPLETION IS NOT NULL AND HOUR_TO_COMPLETION <= RESOLUTION_TIME THEN TRUE ELSE FALSE END
NGF-932,Fixed,NGF Talentica,P3,Apr-21,Web,Jun-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,360,264,TRUE
NGF-893,Fixed,NGF Talentica,P2,Apr-21,iOS,Jun-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,120,FALSE
NGF-845,Fixed,NGF Talentica,P2,Apr-21,Backend,Jun-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,96,FALSE
SCPJM-4774,Done,,P3,Apr-21,Web,Jun-20,PC - Project Management,Jun-20,Project Controls,EUI,360,360,TRUE
ACSBP-1537,Done,,P2,Aug-21,Backend,Jun-20,FR - Frameworks,Jun-20,Frameworks,EUI,72,192,FALSE
ACSBP-1535,Done,,P1,Aug-21,Backend,Jun-20,FR - Frameworks,Jun-20,Frameworks,EUI,6,2,TRUE
ACSBP-1509,Done,,P2,Aug-21,Backend,Jun-20,FR - Frameworks,Jun-20,Frameworks,EUI,72,48,TRUE
ACSADMIN-510,Done,,P2,Nov-21,,Jun-20,FR - Admin,Jun-20,Frameworks,EUI,72,312,FALSE
ACSPG-451,Fixed,,P3,Nov-21,,Jun-20,FR - Admin,Dec-19,Frameworks,EUI,360,4104,FALSE
ACSPG-467,Fixed,,P3,Nov-21,,Jun-20,FR - Admin,Dec-19,Frameworks,EUI,360,4104,FALSE
ACSADMIN-486,Done,,P2,Nov-21,,Jun-20,FR - Admin,Jun-20,Frameworks,EUI,72,72,TRUE
FORMS-5919,Fixed,,P2,Jan-21,,Jul-20,FC - Field Forms,May-20,Field Collaboration,EUI,72,768,FALSE
FORMS-5887,Fixed,,P2,Jan-21,,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,96,FALSE
KRAANG-4129,Fixed,,P3,Mar-21,iOS,Jul-20,CR - Docs Core,Jun-20,Construction Records,EUI,360,480,FALSE
KRAANG-4236,Fixed,,P3,Mar-21,,Jul-20,CR - Docs Core,Jul-20,Construction Records,EUI,360,312,TRUE
SVN-1591,Fixed,Photos,P2,Mar-21,Web,Jul-20,FC - Field Progress,Jun-20,Field Collaboration,EUI,72,480,FALSE
SCMP-1238,Done,,P1,Mar-21,Common Mobile,Jul-20,FR - Frameworks,Jul-20,Frameworks,EUI,6,12,FALSE
PJL-2968,Fixed,,P1,Mar-21,,Jul-20,LM - Project Lifecycle,Jul-20,Lifecycle,EUI,6,14,FALSE
ALEX-37462,Fixed,BIM 360 Docs,P3,Mar-21,,Jul-20,CR - Docs Core,Jun-20,Construction Records,EUI,360,216,TRUE
SCMP-1289,Fixed,,P2,Mar-21,iOS,Jul-20,FR - Frameworks,Jul-20,Frameworks,EUI,72,120,FALSE
CS-40531,Fixed,,P3,Mar-21,,Jul-20,WBP - Classic Products,Jul-20,Work Breakdown & Planning,EUI,360,312,TRUE
I18N-291,Fixed,Submittals,P2,Mar-21,Web,Jul-20,EI - Ecosystem,Jun-20,Ecosystem & Infrastructure,EUI,72,504,FALSE
SVN-1798,Fixed,Photos,P3,Mar-21,Backend,Jul-20,FC - Field Progress,Jul-20,Field Collaboration,EUI,360,528,FALSE
SCPJM-5815,Done,,P2,Mar-21,,Jul-20,PC - Project Management,Jul-20,Project Controls,EUI,72,96,FALSE
SCPJM-5881,Done,,P1,Mar-21,Web,Jul-20,PC - Project Management,Jul-20,Project Controls,EUI,6,13,FALSE
SCCOM-5472,Done,,P2,Mar-21,Web,Jul-20,CS - Common Services,Jun-20,Common Services,EUI,72,408,FALSE
MBIM-11477,Done,,P2,Mar-21,,Jul-20,CR - Record Consumption,Jul-20,Construction Records,EUI,72,216,FALSE
KRAANG-4234,Fixed,,P3,Mar-21,Web,Jul-20,CR - Docs Core,Jul-20,Construction Records,EUI,360,168,TRUE
CS-40402,Fixed,,P2,Mar-21,,Jul-20,WBP - Classic Products,Jul-20,Work Breakdown & Planning,EUI,72,96,FALSE
SVN-1520,Fixed,,P2,Mar-21,Web,Jul-20,FC - Field Progress,May-20,Field Collaboration,EUI,72,1080,FALSE
NGF-1055,Fixed,,P2,Apr-21,,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,120,FALSE
NGF-1110,Fixed,NGF Talentica,P3,Apr-21,Backend,Jul-20,FC - Field Forms,Jul-20,Field Collaboration,EUI,360,240,TRUE
NGF-901,Fixed,NGF Talentica,P3,Apr-21,Android,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,360,1296,FALSE
NGF-1073,Fixed,NGF Talentica,P2,Apr-21,Web,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,336,FALSE
NGF-919,Done,NGF Talentica,P3,Apr-21,Android,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,360,576,FALSE
NGF-973,Fixed,NGF Talentica,P2,Apr-21,Backend,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,384,FALSE
NGF-935,Fixed,TLV Mobile Collective,P2,Apr-21,iOS,Jul-20,FC - Field Forms,Jun-20,Field Collaboration,EUI,72,456,FALSE
ACSBP-1563,Done,,P2,Aug-21,Backend,Jul-20,FR - Frameworks,Jul-20,Frameworks,EUI,72,168,FALSE
ACSADMIN-564,Done,,P2,Nov-21,,Jul-20,FR - Admin,Jul-20,Frameworks,EUI,72,144,FALSE
ACSADMIN-581,Done,,P2,Nov-21,,Jul-20,FR - Admin,Jul-20,Frameworks,EUI,72,168,FALSE
UL-2929,Fixed,,P2,Nov-21,Web,Jul-20,LM - User Lifecycle,Jul-20,Lifecycle,EUI,72,72,TRUE
ACSADMIN-648,Done,,P3,Nov-21,,Jul-20,FR - Admin,Jul-20,Frameworks,EUI,360,120,TRUE
ALEX-37581,Fixed,,P2,Jan-22,,Jul-20,CR - Docs Core,Jul-20,Construction Records,EUI,72,120,FALSE
ALEX-37702,Rejected,,P2,Jan-22,,Jul-20,CR - Docs Core,Jul-20,Construction Records,EUI,72,144,FALSE
ALEX-37696,Rejected,,P2,Jan-22,,Jul-20,CR - Docs Core,Jul-20,Construction Records,EUI,72,168,FALSE
CS-40215,Done,BIM 360 Field Classic,P1,Mar-21,,Aug-20,WBP - Classic Products,Jul-20,Work Breakdown & Planning,EUI,6,1222,FALSE
CS-40541,Fixed,,P3,Mar-21,,Aug-20,WBP - Classic Products,Jul-20,Work Breakdown & Planning,EUI,360,360,TRUE
SCPJM-6171,Done,,P2,Mar-21,Web,Aug-20,PC - Project Management,Jul-20,Project Controls,EUI,72,168,FALSE
SCCOM-6156,Done,,P2,Mar-21,Web,Aug-20,CS - Common Services,Aug-20,Common Services,EUI,72,24,TRUE
SCMP-1318,Resolved,,P2,Mar-21,Android,Aug-20,FR - Frameworks,Jul-20,Frameworks,EUI,72,144,FALSE
SCPJM-5890,Done,,P3,Mar-21,Web,Aug-20,PC - Project Management,Jul-20,Project Controls,EUI,360,480,FALSE
KRAANG-4249,Fixed,,P2,Mar-21,Web,Aug-20,CR - Docs Core,Aug-20,Construction Records,EUI,72,168,FALSE
KRAANG-4309,Fixed,,P1,Mar-21,,Aug-20,CR - Docs Core,Aug-20,Construction Records,EUI,6,13,FALSE
CS-41105,Fixed,,P2,Mar-21,,Aug-20,WBP - Classic Products,Aug-20,Work Breakdown & Planning,EUI,72,72,TRUE
NGF-1344,Fixed,,P2,Apr-21,,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,216,FALSE
CS-40983,Fixed,,P2,Apr-21,,Aug-20,WBP - Classic Products,Aug-20,Work Breakdown & Planning,EUI,72,192,FALSE
NGF-1257,Fixed,NGF Talentica,P2,Apr-21,Android,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,192,FALSE
NGF-1255,Fixed,NGF Forms,P3,Apr-21,Web,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,168,TRUE
NGF-1373,Fixed,,P3,Apr-21,,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,144,TRUE
NGF-1295,Fixed,NGF Talentica,P2,Apr-21,Android,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,216,FALSE
NGF-1338,Fixed,NGF Talentica,P2,Apr-21,Web,Aug-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,144,FALSE
WPLT-889,Fixed,Platform,P1,Aug-21,Web,Aug-20,FR - Frameworks,Aug-20,Frameworks,EUI,6,5,TRUE
ACSBP-1627,Done,,P3,Aug-21,Backend,Aug-20,FR - Frameworks,Aug-20,Frameworks,EUI,360,432,FALSE
ACSADMIN-695,Done,,P2,Nov-21,Web,Aug-20,FR - Admin,Aug-20,Frameworks,EUI,72,192,FALSE
ALEX-37973,Won't Fix,,P2,Jan-22,,Aug-20,CR - Docs Core,Aug-20,Construction Records,EUI,72,264,FALSE
NGF-1566,Fixed,Checklists,P2,Jan-21,iOS,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,168,FALSE
NGF-1505,Fixed,Daily Logs,P2,Jan-21,Backend,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,240,FALSE
NGF-1539,Fixed,Checklists,P1,Jan-21,iOS,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,6,73,FALSE
NGF-1591,Fixed,Checklists,P2,Jan-21,Web,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,192,FALSE
NGF-1529,Done,NGF Talentica,P1,Jan-21,Web,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,6,285,FALSE
SCCOM-6523,Done,,P2,Mar-21,Web,Sep-20,CS - Common Services,Sep-20,Common Services,EUI,72,96,FALSE
ALEX-38441,Fixed,,P2,Mar-21,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,EUI,72,120,FALSE
CS-41270,Fixed,BIM 360 Field Classic,P2,Mar-21,Web,Sep-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,EUI,72,96,FALSE
SCCOM-6360,Done,,P2,Mar-21,,Sep-20,CS - Common Services,Sep-20,Common Services,EUI,72,192,FALSE
FORMS-6244,Fixed,,P2,Mar-21,Backend,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,624,FALSE
UL-3126,Fixed,,P2,Mar-21,Web,Sep-20,LM - User Lifecycle,Sep-20,Lifecycle,EUI,72,72,TRUE
ALEX-38150,Fixed,,P2,Mar-21,Web,Sep-20,CR - Docs Core,Sep-20,Construction Records,EUI,72,168,FALSE
UL-3120,Fixed,,P3,Mar-21,Web,Sep-20,LM - User Lifecycle,Sep-20,Lifecycle,EUI,360,192,TRUE
FORMS-6242,Won't Fix,,P3,Mar-21,Web,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,360,TRUE
KRAANG-4338,Fixed,,P1,Mar-21,,Sep-20,CR - Docs Core,Sep-20,Construction Records,EUI,6,2,TRUE
SVN-2156,Fixed,,P3,Mar-21,iOS,Sep-20,FC - Field Progress,Aug-20,Field Collaboration,EUI,360,192,TRUE
SCCOM-6455,Done,,P2,Mar-21,Windows,Sep-20,CS - Common Services,Sep-20,Common Services,EUI,72,264,FALSE
SCCOM-6247,Done,,P2,Mar-21,,Sep-20,CS - Common Services,Aug-20,Common Services,EUI,72,312,FALSE
SCMP-1439,Cannot Reproduce,,P3,Mar-21,iOS,Sep-20,FR - Frameworks,Aug-20,Frameworks,EUI,360,840,FALSE
SCMP-1578,Fixed,,P1,Mar-21,iOS,Sep-20,FR - Frameworks,Sep-20,Frameworks,EUI,6,39,FALSE
SCPJM-6830,Done,,P3,Mar-21,Web,Sep-20,PC - Project Management,Aug-20,Project Controls,EUI,360,456,FALSE
CS-41276,Fixed,,P3,Mar-21,Web,Sep-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,EUI,360,264,TRUE
SCMP-1632,Fixed,,P2,Mar-21,iOS,Sep-20,FR - Frameworks,Sep-20,Frameworks,EUI,72,24,TRUE
SCMP-1615,Fixed,,P2,Mar-21,iOS,Sep-20,FR - Frameworks,Sep-20,Frameworks,EUI,72,168,FALSE
CS-41273,Fixed,,P2,Mar-21,,Sep-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,EUI,72,72,TRUE
ALEX-37934,Duplicate,,P2,Apr-21,Web,Sep-20,CR - Docs Core,May-20,Construction Records,EUI,72,1800,FALSE
NGF-1269,Fixed,NGF Talentica,P3,Apr-21,iOS,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,864,FALSE
MBIM-11521,Done,,P2,Apr-21,iOS,Sep-20,CR - Record Consumption,Feb-20,Construction Records,EUI,72,3816,FALSE
MBIM-11474,Done,NGF Talentica,P2,Apr-21,iOS,Sep-20,CR - Record Consumption,Jun-20,Construction Records,EUI,72,1560,FALSE
CS-41135,Fixed,,P3,Apr-21,Web,Sep-20,WBP - Classic Products,Aug-20,Work Breakdown & Planning,EUI,360,576,FALSE
NGF-1389,Fixed,NGF Talentica,P2,Apr-21,Web,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,456,FALSE
NGF-1258,Fixed,NGF Talentica,P1,Apr-21,Web,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,6,1019,FALSE
NGF-1283,Duplicate,NGF Talentica,P2,Apr-21,Web,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,576,FALSE
NGF-1336,Fixed,NGF Talentica,P3,Apr-21,iOS,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,864,FALSE
NGF-1405,Fixed,NGF Forms,P3,Apr-21,Web,Sep-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,360,336,TRUE
SCCOM-6424,Done,,P2,Apr-21,"Web,iOS",Sep-20,CS - Common Services,Sep-20,Common Services,EUI,72,168,FALSE
NGF-1361,Fixed,Checklists,P3,Apr-21,iOS,Sep-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,360,432,FALSE
ACSBP-1661,Done,,P1,Aug-21,Backend,Sep-20,FR - Frameworks,Aug-20,Frameworks,EUI,6,580,FALSE
ACSADMIN-758,Done,,P2,Nov-21,,Sep-20,FR - Admin,Aug-20,Frameworks,EUI,72,168,FALSE
ACSADMIN-773,Done,,P2,Nov-21,Web,Sep-20,FR - Admin,Sep-20,Frameworks,EUI,72,168,FALSE
ACSADMIN-763,Done,,P3,Nov-21,,Sep-20,FR - Admin,Aug-20,Frameworks,EUI,360,240,TRUE
ALEX-38101,Fixed,,P2,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,EUI,72,168,FALSE
ALEX-38086,Fixed,,P3,Jan-22,,Sep-20,CR - Docs Core,Aug-20,Construction Records,EUI,360,312,TRUE
ALEX-38100,Fixed,,P2,Jan-22,Web,Sep-20,CR - Docs Core,Aug-20,Construction Records,EUI,72,48,TRUE
NGF-1739,Fixed,,P2,Jan-21,Web,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,72,24,TRUE
NGF-1606,Fixed,NGF Talentica,P2,Jan-21,Web,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,528,FALSE
NGF-1634,Fixed,NGF Talentica,P3,Jan-21,Web,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,360,792,FALSE
NGF-1740,Fixed,NGF Forms,P3,Jan-21,iOS,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,360,312,TRUE
NGF-1635,Fixed,NGF Forms,P2,Jan-21,iOS,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,528,FALSE
NGF-1721,Fixed,,P1,Jan-21,Web,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,6,24,FALSE
NGF-1713,Won't Fix,,P2,Jan-21,Web,Oct-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,72,48,TRUE
ALEX-38693,Fixed,,P2,Feb-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,72,168,FALSE
SVN-2581,Fixed,Reporting,P2,Mar-21,iOS,Oct-20,FC - Field Progress,Oct-20,Field Collaboration,EUI,72,96,FALSE
KRAANG-4406,Fixed,,P2,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,EUI,72,120,FALSE
SCCOM-6566,Done,Issues,P2,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,96,FALSE
CS-42868,Fixed,,P2,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,168,FALSE
CS-41982,Fixed,,P3,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,360,96,TRUE
ALEX-38509,Fixed,,P2,Mar-21,Web,Oct-20,CR - Docs Core,Sep-20,Construction Records,EUI,72,216,FALSE
CS-42905,Fixed,,P2,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,72,TRUE
SCPJM-7813,Done,,P2,Mar-21,Web,Oct-20,PC - Project Management,Oct-20,Project Controls,EUI,72,96,FALSE
FORMS-6518,Fixed,Forms,P3,Mar-21,Web,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,360,528,FALSE
KRAANG-4443,Fixed,,P2,Mar-21,iOS,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,72,144,FALSE
CS-42920,Fixed,BIM 360 Field Classic,P2,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,96,FALSE
SCCOM-6522,Fixed,,P2,Mar-21,Web,Oct-20,CS - Common Services,Sep-20,Common Services,EUI,72,360,FALSE
SCCOM-6581,Fixed,,P3,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,360,504,FALSE
SCCOM-6617,N/A,,P2,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,24,TRUE
ALEX-38556,Fixed,,P2,Mar-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,72,144,FALSE
SCCOM-6563,Fixed,Issues,P2,Mar-21,Web,Oct-20,CS - Common Services,Sep-20,Common Services,EUI,72,144,FALSE
MBIM-11550,Done,,P3,Mar-21,iOS,Oct-20,CR - Record Consumption,Sep-20,Construction Records,EUI,360,408,FALSE
CS-41790,Fixed,BIM 360 Field Classic,P2,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,48,TRUE
CS-41762,Duplicate,BIM 360 Field Classic,P2,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,24,TRUE
CS-42871,Fixed,BIM 360 Field Classic,P3,Mar-21,Web,Oct-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,360,120,TRUE
SCPJM-7333,Done,Document Viewing,P3,Mar-21,Web,Oct-20,PC - Project Management,Sep-20,Project Controls,EUI,360,456,FALSE
SCPJM-7539,Done,,P3,Mar-21,Web,Oct-20,PC - Project Management,Oct-20,Project Controls,EUI,360,96,TRUE
SCCOM-6753,Fixed,,P2,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,192,FALSE
SCCOM-6852,Fixed,,P2,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,72,TRUE
SCMP-1681,Fixed,,P2,Mar-21,Android,Oct-20,FR - Frameworks,Oct-20,Frameworks,EUI,72,96,FALSE
SCPJM-7542,Done,Meeting Minutes,P3,Mar-21,Web,Oct-20,PC - Project Management,Oct-20,Project Controls,EUI,360,24,TRUE
SCPJM-7386,Done,,P2,Mar-21,Web,Oct-20,PC - Project Management,Sep-20,Project Controls,EUI,72,48,TRUE
CS-41731,Fixed,,P3,Mar-21,Web,Oct-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,EUI,360,192,TRUE
SCCOM-6850,Fixed,,P2,Mar-21,Web,Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,96,FALSE
SCCOM-6221,Fixed,,P2,Apr-21,Web,Oct-20,CS - Common Services,Aug-20,Common Services,EUI,72,1080,FALSE
NGF-1292,Fixed,NGF Forms,P2,Apr-21,Web,Oct-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,912,FALSE
MBIM-11565,Done,,P2,Apr-21,iOS,Oct-20,CR - Record Consumption,Oct-20,Construction Records,EUI,72,192,FALSE
ALEX-38790,Fixed,,P2,Apr-21,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,72,96,FALSE
NGF-1060,Fixed,NGF Talentica,P3,Apr-21,iOS,Oct-20,FC - Field Forms,Apr-20,Field Collaboration,EUI,360,4392,FALSE
NGF-1380,Fixed,NGF Forms,P2,Apr-21,Android,Oct-20,FC - Field Forms,Aug-20,Field Collaboration,EUI,72,816,FALSE
CS-40534,Fixed,,P2,Apr-21,Web,Oct-20,WBP - Classic Products,Jul-20,Work Breakdown & Planning,EUI,72,1272,FALSE
MBIM-11501,Done,,P2,Apr-21,Android,Oct-20,CR - Record Consumption,Sep-20,Construction Records,EUI,72,600,FALSE
SCCOM-5949,Cannot Reproduce,,P3,Apr-21,Backend,Oct-20,CS - Common Services,Jul-20,Common Services,EUI,360,1872,FALSE
NGF-1400,Fixed,NGF Talentica,P2,Apr-21,iOS,Oct-20,FC - Field Forms,Sep-20,Field Collaboration,EUI,72,648,FALSE
SCCOM-6157,Fixed,,P2,Apr-21,Web,Oct-20,CS - Common Services,Aug-20,Common Services,EUI,72,1104,FALSE
SCCOM-6527,Done,Issues,P2,Jun-21,Web,Oct-20,CS - Common Services,Sep-20,Common Services,EUI,72,72,TRUE
SCCOM-6486,Done,,P3,Aug-21,Web,Oct-20,CS - Common Services,Sep-20,Common Services,EUI,360,456,FALSE
ACSBP-1817,Done,,P1,Aug-21,Backend,Oct-20,FR - Frameworks,Oct-20,Frameworks,EUI,6,1,TRUE
SCCOM-6812,Fixed,,P2,Aug-21,"iOS,Android,Backend",Oct-20,CS - Common Services,Oct-20,Common Services,EUI,72,144,FALSE
ACSPG-1180,Fixed,,P3,Nov-21,Backend,Oct-20,FR - Admin,Oct-20,Frameworks,EUI,360,312,TRUE
ACSADMIN-812,Done,,P3,Nov-21,Web,Oct-20,FR - Admin,Sep-20,Frameworks,EUI,360,144,TRUE
ACSADMIN-835,Done,Org Admin,P2,Nov-21,Web,Oct-20,FR - Admin,Oct-20,Frameworks,EUI,72,96,FALSE
ACSADMIN-819,Done,,P2,Nov-21,Web,Oct-20,FR - Admin,Sep-20,Frameworks,EUI,72,384,FALSE
ALEX-38691,Fixed,,P3,Jan-22,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,360,120,TRUE
ALEX-38519,Fixed,BIM 360 Docs,P3,Jan-22,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,360,312,TRUE
ALEX-38528,Fixed,,P2,Jan-22,Web,Oct-20,CR - Docs Core,Oct-20,Construction Records,EUI,72,288,FALSE
FORMS-6787,Fixed,Forms,P3,Jan-21,Backend,Nov-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,360,216,TRUE
NGF-1794,Fixed,,P2,Feb-21,Web,Nov-20,FC - Field Forms,Oct-20,Field Collaboration,EUI,72,312,FALSE
ALEX-39040,Fixed,,P3,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,360,168,TRUE
CS-41746,Fixed,,P2,Mar-21,Web,Nov-20,WBP - Classic Products,Sep-20,Work Breakdown & Planning,EUI,72,600,FALSE
CS-43692,Done,,P3,Mar-21,Web,Nov-20,WBP - Classic Products,Nov-20,Work Breakdown & Planning,EUI,360,192,TRUE
ALEX-39135,Fixed,BIM 360 Docs,P3,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,360,120,TRUE
CS-43574,Duplicate,,P2,Mar-21,Web,Nov-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,264,FALSE
MBIM-11638,Done,,P3,Mar-21,iOS,Nov-20,CR - Record Consumption,Oct-20,Construction Records,EUI,360,312,TRUE
SCPJM-8373,Done,,P3,Mar-21,Android,Nov-20,PC - Project Management,Nov-20,Project Controls,EUI,360,240,TRUE
ALEX-39047,Done,Reporting,P3,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,360,216,TRUE
MBIM-11535,Done,,P3,Mar-21,Android,Nov-20,CR - Record Consumption,Sep-20,Construction Records,EUI,360,1272,FALSE
SCPJM-8227,Done,,P2,Mar-21,"Web,    iOS,Android",Nov-20,PC - Project Management,Nov-20,Project Controls,EUI,72,144,FALSE
CS-43845,Fixed,,P2,Mar-21,Web,Nov-20,WBP - Classic Products,Nov-20,Work Breakdown & Planning,EUI,72,24,TRUE
MBIM-11637,Done,,P3,Mar-21,Android,Nov-20,CR - Record Consumption,Oct-20,Construction Records,EUI,360,504,FALSE
PJL-3603,Fixed,,P2,Mar-21,Web,Nov-20,LM - Project Lifecycle,Nov-20,Lifecycle,EUI,72,120,FALSE
CS-42921,Fixed,,P2,Mar-21,Web,Nov-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,288,FALSE
SCPJM-8172,Done,,P2,Mar-21,Web,Nov-20,PC - Project Management,Nov-20,Project Controls,EUI,72,192,FALSE
MBIM-11700,Done,,P2,Mar-21,Android,Nov-20,CR - Record Consumption,Nov-20,Construction Records,EUI,72,24,TRUE
ALEX-38929,Fixed,Document Management,P3,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,360,192,TRUE
SCPJM-7781,Done,,P3,Mar-21,Web,Nov-20,PC - Project Management,Oct-20,Project Controls,EUI,360,336,TRUE
MBIM-11642,Done,,P2,Mar-21,iOS,Nov-20,CR - Record Consumption,Oct-20,Construction Records,EUI,72,168,FALSE
SCCOM-6942,Fixed,,P2,Mar-21,iOS,Nov-20,CS - Common Services,Oct-20,Common Services,EUI,72,72,TRUE
KRAANG-4587,Fixed,,P3,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,360,96,TRUE
ALEX-39082,Fixed,,P2,Mar-21,Web,Nov-20,CR - Docs Core,Nov-20,Construction Records,EUI,72,72,TRUE
SCCOM-6981,Fixed,Issues,P2,Mar-21,Web,Nov-20,CS - Common Services,Nov-20,Common Services,EUI,72,48,TRUE
CS-42867,Fixed,,P2,Mar-21,Web,Nov-20,WBP - Classic Products,Oct-20,Work Breakdown & Planning,EUI,72,696,FALSE
MBIM-11679,Done,,P2,Apr-21,Android,Nov-20,CR - Record Consumption,Nov-20,Construction Records,EUI,72,264,FALSE
ACSBP-1925,Done,,P1,Aug-21,Backend,Nov-20,FR - Frameworks,Nov-20,Frameworks,EUI,6,72,FALSE
ACSBP-2002,Fixed,,P1,Aug-21,Backend,Nov-20,FR - Frameworks,Nov-20,Frameworks,EUI,6,23,FALSE
ACSADMIN-1000,Duplicate,,P2,Nov-21,Web,Nov-20,FR - Admin,Nov-20,Frameworks,EUI,72,24,TRUE
ACSPG-1245,Done,,P1,Nov-21,Web,Nov-20,FR - Admin,Nov-20,Frameworks,EUI,6,17,FALSE
ACSADMIN-1030,Duplicate,,P2,Nov-21,Web,Nov-20,FR - Admin,Nov-20,Frameworks,EUI,72,24,TRUE
ACSADMIN-914,Done,,P2,Nov-21,Web,Nov-20,FR - Admin,Oct-20,Frameworks,EUI,72,384,FALSE
